Variable;Position;Label;Measurement Level;Role;Column Width;Alignment;Print Format;Write Format
W14_Q74A11;3154;Aenderung berufliche Situation: keine der genannten Aspekte;Nominal;Input;8;Right;F13;F13
W14_Q74A12;3155;Aenderung berufliche Situation: keine Angabe;Nominal;Input;8;Right;F13;F13
W14_Q76;3156;Aktuelles persoenliches Einkommen;Nominal;Input;8;Right;F24;F24
W14_Q80;3157;Aktuelles Haushaltseinkommen;Nominal;Input;8;Right;F26;F26
W14_Q81A1;3158;Auszahlung Unterstuetzung: unbuerokratisch, rechtzeitig (Kurzarbeit,etc.);Nominal;Input;8;Right;F27;F27
W14_Q82A1;3159;Auszahlung Unterstuetzung: unbuerokratisch und schnell;Nominal;Input;8;Right;F27;F27
W14_Q82A2;3160;Auszahlung Unterstuetzung: Erhalt ohne Anspruch;Nominal;Input;8;Right;F27;F27
W14_Q83;3161;Finanzielles Auskommen: Februar 2020;Nominal;Input;8;Right;F29;F29
W14_Q84;3162;Finanzielles Auskommen: Aktuell;Nominal;Input;8;Right;F29;F29
W14_Q85A1;3163;Wahrscheinlichkeit: Wieder Arbeit zu finden;Nominal;Input;8;Right;F8;F8
W14_Q86A1;3164;Wahrscheinlichkeit: Job zu verlieren;Scale;Input;8;Right;F8;F8
W14_Q87A1;3165;Wahrscheinlichkeit: gewohnte Arbeit wieder aufnehmen;Scale;Input;8;Right;F8;F8
W14_Q88A1;3166;Haushaltsgegenstaende: Gute Zeit zu kaufen;Nominal;Input;8;Right;F29;F29
W14_Q88A2;3167;Urlaub: Gute Zeit zu planen;Nominal;Input;8;Right;F29;F29
W14_Q89A1;3168;Aussage: Bin bereit mehr zu konsumieren, um Wirtschaft wieder anzukurbeln;Nominal;Input;8;Right;F27;F27
W14_Q89A2;3169;Aussage: Bin bereit neue Dinge zu kaufen, damit Arbeitsplaetze erhalten bleiben;Nominal;Input;8;Right;F27;F27
W14_Q89A3;3170;Aussage: Ich moechte mehr sparen, denn man weiss nicht, was noch kommen wird.;Nominal;Input;8;Right;F27;F27
W14_Q89A4;3171;Aussage: Ich belohne ich mich selbst, indem ich mir etwas Neues kaufe.;Nominal;Input;8;Right;F27;F27
W14_Q89A5;3172;Aussage: Ich kaufe mir Dinge, die mir Freude machen.;Nominal;Input;8;Right;F27;F27
W14_Q90A1;3173;Aussage: Ich versuche, weniger Dinge zu besitzen.;Nominal;Input;8;Right;F27;F27
W14_Q90A2;3174;Aussage: Ich will generell weniger kaufen.;Nominal;Input;8;Right;F27;F27
W14_Q90A3;3175;Aussage: Konsum und Besitz sind fuer erfuelltes Leben weniger wichtig;Nominal;Input;8;Right;F27;F27
W14_Q90A4;3176;Aussage: Mache mir oft Gedanken, ob Andere mehr besitzen/schoenere Dinge haben;Nominal;Input;8;Right;F27;F27
W14_Q90A5;3177;Aussage: Mir ist es egal, ob andere Leute mehr oder bessere Dinge besitzen.;Nominal;Input;8;Right;F27;F27
W14_Q91A1;3178;Mediennutzung: Kronen Zeitung oder www.krone.at;Nominal;Input;8;Right;F25;F25
W14_Q91A2;3179;Mediennutzung: Der Standard oder derstandard.at;Nominal;Input;8;Right;F25;F25
W14_Q91A3;3180;Mediennutzung: Die Presse oder diepresse.com;Nominal;Input;8;Right;F25;F25
W14_Q91A4;3181;Mediennutzung: Oesterreich oder oe24.at;Nominal;Input;8;Right;F25;F25
W14_Q91A5;3182;Mediennutzung: Kurier oder kurier.at;Nominal;Input;8;Right;F25;F25
W14_Q91A6;3183;Mediennutzung: Salzburger Nachrichten oder salzburg.at;Nominal;Input;8;Right;F25;F25
W14_Q91A7;3184;Mediennutzung: Sonstige oesterreichische Tageszeitungen;Nominal;Input;8;Right;F25;F25
W14_Q91A8;3185;Mediennutzung: orf.at;Nominal;Input;8;Right;F25;F25
W14_Q92A1;3186;Mediennutzung: ORF (Nachrichten);Nominal;Input;8;Right;F25;F25
W14_Q92A2;3187;Mediennutzung: Privatfernsehen (Nachrichten);Nominal;Input;8;Right;F25;F25
W14_Q93A1;3188;Soziale Medien: Facebook;Nominal;Input;8;Right;F25;F25
W14_Q93A2;3189;Soziale Medien: Twitter;Nominal;Input;8;Right;F25;F25
W14_Q93A3;3190;Soziale Medien: Instagram;Nominal;Input;8;Right;F25;F25
W14_Q93A4;3191;Soziale Medien: Youtube;Nominal;Input;8;Right;F25;F25
W14_Q93A5;3192;Soziale Medien: WhatsApp;Nominal;Input;8;Right;F25;F25
W14_Q94A1;3193;Soziale Medien Aktivitaet: Postings zu Corona anderer lesen;Nominal;Input;8;Right;F25;F25
W14_Q94A2;3194;Soziale Medien Aktivitaet: Postings liken, teilen oder retweeten;Nominal;Input;8;Right;F25;F25
W14_Q94A3;3195;Soziale Medien Aktivitaet: selber Postings zu Corona verfassen;Nominal;Input;8;Right;F25;F25
W14_Q95;3196;Soziale Kontakte: Haeufigkeit ausgetauscht/Kontakt gehalten;Nominal;Input;8;Right;F25;F25
W14_Q96;3197;Risikobereitschaft;Nominal;Input;8;Right;F20;F20
W14_Q97A1;3198;Psychologie: habe Leben selbst in der Hand;Nominal;Input;8;Right;F27;F27
W14_Q97A2;3199;Psychologie: Belohnung durch Anstrengung;Nominal;Input;8;Right;F27;F27
W14_Q97A3;3200;Psychologie: Fremdbestimmung;Nominal;Input;8;Right;F27;F27
W14_Q97A4;3201;Psychologie: Schicksal;Nominal;Input;8;Right;F27;F27
W14_Q98;3202;Beten;Nominal;Input;8;Right;F30;F30
W14_Q99;3203;Besuch Gottesdienst;Nominal;Input;8;Right;F30;F30
W14_Q100;3204;Religioeser Mensch;Nominal;Input;8;Right;F24;F24
W14_Q101A1;3205;Glaube an: Gott;Nominal;Input;8;Right;F12;F12
W14_Q101A2;3206;Glaube an: Ein Leben nach dem Tod;Nominal;Input;8;Right;F12;F12
W14_Q101A3;3207;Glaube an: Wunder;Nominal;Input;8;Right;F12;F12
W14_Q101A4;3208;Glaube an: Astrologie;Nominal;Input;8;Right;F12;F12
W14_Q102A1;3209;Meditieren;Nominal;Input;8;Right;F30;F30
W14_Q102A2;3210;Yoga, Tai Chi oder Qi Gong praktizieren;Nominal;Input;8;Right;F30;F30
W14_Q102A3;3211;Buecher ueber religioese oder esoterische Themen lesen;Nominal;Input;8;Right;F30;F30
W14_Q108A1;3212;PTV: OEVP;Nominal;Input;8;Right;F26;F26
W14_Q108A2;3213;PTV: SPOE;Nominal;Input;8;Right;F26;F26
W14_Q108A3;3214;PTV: FPOE;Nominal;Input;8;Right;F26;F26
W14_Q108A4;3215;PTV: Gruene;Nominal;Input;8;Right;F26;F26
W14_Q108A5;3216;PTV: NEOS;Nominal;Input;8;Right;F26;F26
W14_Q108A6;3217;PTV: Team HC Strache (DAOE);Nominal;Input;8;Right;F26;F26
W14_Q109;3218;Wahlabsicht (Sonntagsfrage);Nominal;Input;8;Right;F26;F26
W14_Q110;3219;Lebenszufriedenheit;Nominal;Input;8;Right;F25;F25
W15_Q7A1;3220;Personen im Haushalt: Partner(in);Nominal;Input;8;Right;F13;F13
W15_Q7A2;3221;Personen im Haushalt: Kinder 0-2 Jahre;Nominal;Input;8;Right;F13;F13
W15_Q7A3;3222;Personen im Haushalt: Kinder 3-5 Jahre;Nominal;Input;8;Right;F13;F13
W15_Q7A4;3223;Personen im Haushalt: Kinder 6-14 Jahre;Nominal;Input;8;Right;F13;F13
W15_Q7A5;3224;Personen im Haushalt: Kinder aelter 14 Jahre;Nominal;Input;8;Right;F13;F13
W15_Q7A6;3225;Personen im Haushalt: keine der Genannten;Nominal;Input;8;Right;F13;F13
W15_Q11;3226;Erwerbstaetigkeit aktuell;Nominal;Input;8;Right;F40;F40
W15_Q12A1;3227;Gesundheitliche Gefahr: Fuer mich persoenlich;Nominal;Input;8;Right;F17;F17
W15_Q12A2;3228;Gesundheitliche Gefahr: Fuer die oesterreichische Bevoelkerung;Nominal;Input;8;Right;F17;F17
W15_Q13A1;3229;Wirtschaftliche Gefahr: Fuer mich persoenlich;Nominal;Input;8;Right;F17;F17
W15_Q13A2;3230;Wirtschaftliche Gefahr: Fuer die oesterreichische Bevoelkerung;Nominal;Input;8;Right;F17;F17
W15_Q14A1;3231;Anzahl der Infizierten (amtlich);Scale;Input;8;Right;F12;F12
W15_Q14A2;3232;Anzahl der Infizierten (eigene Einschaetzung);Scale;Input;8;Right;F12;F12
W15_Q15;3233;Massnahmen der Regierung: Angemessenheit;Nominal;Input;8;Right;F32;F32
W15_Q16;3234;Massnahmen der Regierung: Effektivitaet;Nominal;Input;8;Right;F29;F29
W15_Q17;3235;Geschaetzte Dauer der Krise;Nominal;Input;8;Right;F19;F19
W15_Q18;3236;Geschaetzte Dauer der Krise: Mehr als 6 Monate;Nominal;Input;8;Right;F19;F19
W15_Q19;3237;Gefahr zweite Welle des Coronavirus;Nominal;Input;8;Right;F17;F17
W15_Q20A1;3238;Corona-Ampel: Ich bin gut informiert;Nominal;Input;8;Right;F33;F33
W15_Q20A2;3239;Corona-Ampel: Ich weiss, was zu tun ist;Nominal;Input;8;Right;F33;F33
W15_Q20A3;3240;Corona-Ampel: Ich richte mein Verhalten an der Ampel aus;Nominal;Input;8;Right;F33;F33
W15_Q20A4;3241;Corona-Ampel: Andere richten ihr Verhalten an der Ampel aus;Nominal;Input;8;Right;F33;F33
W15_Q21A1;3242;Massnahme: Einschraenkung von Kontakten ausserhalb des Haushalts;Nominal;Input;8;Right;F40;F40
W15_Q21A2;3243;Massnahme: Schliessung von Gaststaetten, Cafés, Bars und Restaurants;Nominal;Input;8;Right;F40;F40
W15_Q21A3;3244;Massnahme: Verbot von Veranstaltungen mit vielen Teilnehmer*innen;Nominal;Input;8;Right;F40;F40
W15_Q21A4;3245;Massnahme: Schliessung von Schwimmbaedern;Nominal;Input;8;Right;F40;F40
W15_Q21A5;3246;Massnahme: Schliessung von Spielplaetzen;Nominal;Input;8;Right;F40;F40
W15_Q21A6;3247;Massnahme: Schliessung von Volks- und hoeheren Schulen;Nominal;Input;8;Right;F40;F40
W15_Q21A7;3248;Massnahme: Schliessung von Kindergaerten und Kindertagesstaetten;Nominal;Input;8;Right;F40;F40
W15_Q21A8;3249;Massnahme: Besuchsverbot in Pflege- und Seniorenwohnheimen;Nominal;Input;8;Right;F40;F40
W15_Q21A9;3250;Massnahme: Schliessung aller Geschaefte abseits der Grundversorgung;Nominal;Input;8;Right;F40;F40
W15_Q21A10;3251;Massnahme: Einschraenkung der Reisefreiheit;Nominal;Input;8;Right;F40;F40
W15_Q21A11;3252;Massnahme: Weitgehendes Betretungsverbot des oeffentlichen Raums;Nominal;Input;8;Right;F40;F40
W15_Q21A12;3253;Massnahme: Maskenpflicht in Geschaeften und oeffentlichen Verkehrsmitteln;Nominal;Input;8;Right;F40;F40
W15_Q21A13;3254;Massnamen: Verpflichtung fuer Betriebe, Daten ihrer Besucher zu erfassen;Nominal;Input;8;Right;F40;F40
W15_Q22A1;3255;Ansteckungsgefahr: Restaurants, Cafés und Bars;Nominal;Input;8;Right;F17;F17
W15_Q22A2;3256;Ansteckungsgefahr: Oeffentliche Verkehrsmittel;Nominal;Input;8;Right;F17;F17
W15_Q22A3;3257;Ansteckungsgefahr: Ihrer Arbeitsstaette [wenn: erwerbstaetig];Nominal;Input;8;Right;F17;F17
W15_Q22A4;3258;Ansteckungsgefahr: Schulen und Kindergaerten;Nominal;Input;8;Right;F17;F17
W15_Q22A5;3259;Ansteckungsgefahr: Oeffentliche Parks und Spielplaetze;Nominal;Input;8;Right;F17;F17
W15_Q22A6;3260;Ansteckungsgefahr: Arzt;Nominal;Input;8;Right;F17;F17
W15_Q22A7;3261;Ansteckungsgefahr: Wahllokal;Nominal;Input;8;Right;F17;F17
W15_Q23;3262;Gesundheitszustand;Nominal;Input;8;Right;F17;F17
W15_Q25;3263;Corona-Diagnose: Respondent;Nominal;Input;8;Right;F40;F40
W15_Q26;3264;Corona positiv: Wieder genesen?;Nominal;Input;8;Right;F12;F12
W15_Q27;3265;Corona: Versucht getestet zu werden?;Nominal;Input;8;Right;F40;F40
W15_Q28A1;3266;Corona bisher nicht positiv: Wahrscheinlichkeit an Corona zu erkranken;Scale;Input;8;Right;F8;F8
W15_Q29;3267;Corona-Diagnose: Direkter persoenlicher Kontakt;Nominal;Input;8;Right;F40;F40
W15_Q30A1;3268;Familie und Freunde: Wahrscheinlichkeit an Corona zu erkranken;Scale;Input;8;Right;F8;F8
W15_Q31A1;3269;Familie und Freunde: Wahrscheinlichkeit an Corona zu erkranken (weitere Person);Nominal;Input;8;Right;F8;F8
W15_Q32A1;3270;Auswirkungen: Vergesse Wochentag;Nominal;Input;8;Right;F27;F27
W15_Q32A2;3271;Auswirkungen: Fehlt Kontakt;Nominal;Input;8;Right;F27;F27
W15_Q32A3;3272;Auswirkungen: Dinge tun, fuer die sonst keine Zeit;Nominal;Input;8;Right;F27;F27
W15_Q32A4;3273;Auswirkungen: Konflikte in Beziehung/Familie;Nominal;Input;8;Right;F27;F27
W15_Q33A1;3274;Depressivitaet: ruhig und gelassen;Nominal;Input;8;Right;F18;F18
W15_Q33A2;3275;Depressivitaet: einsam;Nominal;Input;8;Right;F18;F18
W15_Q33A3;3276;Depressivitaet: aergerlich;Nominal;Input;8;Right;F18;F18
W15_Q33A4;3277;Depressivitaet: so niedergeschlagen;Nominal;Input;8;Right;F18;F18
W15_Q33A5;3278;Depressivitaet: gluecklich;Nominal;Input;8;Right;F18;F18
W15_Q33A6;3279;Depressivitaet: sehr nervoes;Nominal;Input;8;Right;F18;F18
W15_Q33A7;3280;Depressivitaet: aengstlich;Nominal;Input;8;Right;F18;F18
W15_Q33A8;3281;Depressivitaet: bedrueckt und traurig;Nominal;Input;8;Right;F18;F18
W15_Q33A9;3282;Depressivitaet: voller Energie;Nominal;Input;8;Right;F18;F18
W15_Q34A1;3283;Aussage: Kinderbetreuung stellt Problem dar;Nominal;Input;8;Right;F27;F27
W15_Q34A2;3284;Aussage: Weiss nicht, wie ich Kinderbetreuung bei Krankheit sicherstellen kann.;Nominal;Input;8;Right;F27;F27
W15_Q35A1;3285;Kindergarten-/Schulbetrieb: Schwierigkeiten sehe ich gelassen entgegen;Nominal;Input;8;Right;F27;F27
W15_Q35A2;3286;Kindergarten-/Schulbetrieb: Was auch immer passiert, ich werde damit klarkommen;Nominal;Input;8;Right;F27;F27
W15_Q35A3;3287;Kindergarten-/Schulbetrieb: Fuer jedes Problem werde ich eine Loesung finden;Nominal;Input;8;Right;F27;F27
W15_Q36A1;3288;Zuhause verlassen: Arbeit;Nominal;Input;8;Right;F18;F18
W15_Q36A2;3289;Zuhause verlassen: Sport;Nominal;Input;8;Right;F18;F18
W15_Q36A3;3290;Zuhause verlassen: Freunde oder Verwandte treffen;Nominal;Input;8;Right;F18;F18
W15_Q36A4;3291;Zuhause verlassen: Medikamente, medizinische Versorgung, Pflege, Hilfe;Nominal;Input;8;Right;F18;F18
W15_Q36A5;3292;Zuhause verlassen: Essen einkaufen;Nominal;Input;8;Right;F18;F18
W15_Q36A6;3293;Zuhause verlassen: Haustier ausfuehren;Nominal;Input;8;Right;F18;F18
W15_Q36A7;3294;Zuhause verlassen: Langeweile im Haus/um Freiheit zu geniessen;Nominal;Input;8;Right;F18;F18
W15_Q36A8;3295;Zuhause verlassen: Sonstige Besorgungen;Nominal;Input;8;Right;F18;F18
W15_Q36A9;3296;Zuhause verlassen: Andere Gruende;Nominal;Input;8;Right;F18;F18
W15_Q37;3297;Politikinteresse;Nominal;Input;8;Right;F26;F26
W15_Q38A1;3298;Vertrauen: ORF;Nominal;Input;8;Right;F29;F29
W15_Q38A2;3299;Vertrauen: Polizei;Nominal;Input;8;Right;F29;F29
W15_Q38A3;3300;Vertrauen: Parlament;Nominal;Input;8;Right;F29;F29
W15_Q38A4;3301;Vertrauen: Gesundheitswesen;Nominal;Input;8;Right;F29;F29
W15_Q38A5;3302;Vertrauen: Bundesregierung;Nominal;Input;8;Right;F29;F29
W15_Q38A6;3303;Vertrauen: Bundesheer;Nominal;Input;8;Right;F29;F29
W15_Q38A7;3304;Vertrauen: Wissenschaft und Forschung;Nominal;Input;8;Right;F29;F29
W15_Q38A8;3305;Vertrauen: Landesregierung;Nominal;Input;8;Right;F29;F29
W15_Q39;3306;Demokratiezufriedenheit: Oesterreich;Nominal;Input;8;Right;F20;F20
W15_Q40A1;3307;Populismus: politische Kompromisse heisst verkaufen von Prinzipien;Nominal;Input;8;Right;F27;F27
W15_Q40A2;3308;Populismus: Politiker kuemmern sich nur um Interessen der Reichen und Maechtigen;Nominal;Input;8;Right;F27;F27
W15_Q40A3;3309;Populismus: Die meisten Politiker sind vertrauenswuerdig;Nominal;Input;8;Right;F27;F27
W15_Q40A4;3310;Populismus: Parteien sind das Hauptproblem in Oesterreich;Nominal;Input;8;Right;F27;F27
W15_Q40A5;3311;Populismus: Volk, nicht Politiker, soll entscheiden;Nominal;Input;8;Right;F27;F27
W15_Q40A6;3312;Populismus: lieber einen Buerger als Abgeordneten als ein Parteimitglied;Nominal;Input;8;Right;F27;F27
W15_Q41A1;3313;Aussage: Akzeptabel hoehere Steuern zu zahlen;Nominal;Input;8;Right;F27;F27
W15_Q41A2;3314;Aussage: Lebensweise aendern;Nominal;Input;8;Right;F27;F27
W15_Q41A3;3315;Aussage: Wichtigeres als Corona im Leben;Nominal;Input;8;Right;F27;F27
W15_Q41A4;3316;Aussage: Behauptungen ueber Corona uebertrieben;Nominal;Input;8;Right;F27;F27
W15_Q41A5;3317;Aussage: Solange andere Verhalten nicht aendern keine Verhaltensaenderung;Nominal;Input;8;Right;F27;F27
W15_Q41A6;3318;Aussage: Massnahmen zur Eindaemmung des Coronavirus waren Fehler;Nominal;Input;8;Right;F27;F27
W15_Q41A7;3319;Aussage: Regierung uebertreibt hinsichtlich gesundheitlicher Gefahr;Nominal;Input;8;Right;F27;F27
W15_Q41A8;3320;Aussage: Das Coronavirus ist gefaehrlicher als eine normale Grippe;Nominal;Input;8;Right;F27;F27
W15_Q42;3321;Zufriedenheit Bundesregierung: Bilanz;Nominal;Input;8;Right;F20;F20
W15_Q43A1;3322;Kompetenz Regierungsfuehrung: OEVP;Nominal;Input;8;Right;F30;F30
W15_Q43A2;3323;Kompetenz Regierungsfuehrung: Gruenen;Nominal;Input;8;Right;F30;F30
W15_Q44A1;3324;Tradeoff Preis-Herkunft: Lebensmittel;Nominal;Input;8;Right;F40;F40
W15_Q44A2;3325;Tradeoff Preis-Herkunft: Medikamente/Medizinische Produkte;Nominal;Input;8;Right;F40;F40
W15_Q44A3;3326;Tradeoff Preis-Herkunft: Kleidung;Nominal;Input;8;Right;F40;F40
W15_Q45;3327;Wahrscheinlichkeit: Wahlteilnahme;Nominal;Input;8;Right;F31;F31
W15_Q46;3328;Praeferenz: Modus der Stimmabgabe;Nominal;Input;8;Right;F23;F23
W15_Q47;3329;Klima: Besorgtheit;Nominal;Input;8;Right;F28;F28
W15_Q48;3330;Links-Rechts-Selbsteinstufung;Nominal;Input;8;Right;F12;F12
W15_Q49A1;3331;Aussage: Politik muss soziale Ungleichheit bekaempfen;Nominal;Input;8;Right;F30;F30
W15_Q49A2;3332;Aussage: Sozialstaat macht Menschen traege und faul;Nominal;Input;8;Right;F30;F30
W15_Q49A3;3333;Aussage: Arbeitslosigkeit durch Staatsschulden bekaempfen;Nominal;Input;8;Right;F30;F30
W15_Q49A4;3334;Aussage: wenig Eingriff in Wirtschaft durch Politik;Nominal;Input;8;Right;F30;F30
W15_Q49A5;3335;Aussage: Bevorzugung von Frauen bei gleicher Qualifikation;Nominal;Input;8;Right;F30;F30
W15_Q49A6;3336;Aussage: Ausweitung der Befugnisse der Polizei;Nominal;Input;8;Right;F30;F30
W15_Q49A7;3337;Aussage: Zuwanderung nach Oesterreich nur in Ausnahmefaellen;Nominal;Input;8;Right;F30;F30
W15_Q49A8;3338;Aussage: Umweltschutz um jeden Preis;Nominal;Input;8;Right;F30;F30
W15_Q49A9;3339;Aussage: Einkommensunterschiede in Oesterreich sind zu gross;Nominal;Input;8;Right;F30;F30
W15_Q49A10;3340;Aussage: Generationenvertrag;Nominal;Input;8;Right;F30;F30
W15_Q49A11;3341;Aussage: Reduktion von Einkommensunterschieden durch staatliche Massnahmen;Nominal;Input;8;Right;F30;F30
W15_Q51A1;3342;Arbeitsstunden: Jetzt pro Woche;Scale;Input;8;Right;F8;F8
W15_Q55A1;3343;Aenderung berufliche Situation: Home-Office;Nominal;Input;8;Right;F13;F13
W15_Q55A2;3344;Aenderung berufliche Situation: Abbau Zeitausgleich/Urlaub;Nominal;Input;8;Right;F13;F13
W15_Q55A3;3345;Aenderung berufliche Situation: Kuendigung;Nominal;Input;8;Right;F13;F13
W15_Q55A4;3346;Aenderung berufliche Situation: Stundenaufstockung;Nominal;Input;8;Right;F13;F13
W15_Q55A5;3347;Aenderung berufliche Situation: Kurzarbeit;Nominal;Input;8;Right;F13;F13
W15_Q55A6;3348;Aenderung berufliche Situation: Arbeitslosenunterstuetzung;Nominal;Input;8;Right;F13;F13
W15_Q55A7;3349;Aenderung berufliche Situation: Geld aus Haertefonds;Nominal;Input;8;Right;F13;F13
W15_Q55A8;3350;Aenderung berufliche Situation: aws-Kredit;Nominal;Input;8;Right;F13;F13
W15_Q55A9;3351;Aenderung berufliche Situation: Sozialhilfe;Nominal;Input;8;Right;F13;F13
W15_Q55A10;3352;Aenderung berufliche Situation: keine Arbeit und keine staatliche Unterstuetzung;Nominal;Input;8;Right;F13;F13
W15_Q55A11;3353;Aenderung berufliche Situation: keine der genannten Aspekte;Nominal;Input;8;Right;F13;F13
W15_Q55A12;3354;Aenderung berufliche Situation: keine Angabe;Nominal;Input;8;Right;F13;F13
W15_Q57;3355;Aktuelles persoenliches Einkommen;Nominal;Input;8;Right;F24;F24
W15_Q61;3356;Aktuelles Haushaltseinkommen;Nominal;Input;8;Right;F26;F26
W15_Q62;3357;Finanzielles Auskommen: Februar 2020;Nominal;Input;8;Right;F29;F29
W15_Q63;3358;Finanzielles Auskommen: Aktuell;Nominal;Input;8;Right;F29;F29
W15_Q64A1;3359;Finanzielles Auskommen: In 3 Monaten;Nominal;Input;8;Right;F20;F20
W15_Q64A2;3360;Finanzielles Auskommen: In 12 Monaten;Nominal;Input;8;Right;F20;F20
W15_Q65A1;3361;Wirtschaftslage: In 3 Monaten;Nominal;Input;8;Right;F20;F20
W15_Q65A2;3362;Wirtschaftslage: In 12 Monaten;Nominal;Input;8;Right;F20;F20
W15_Q66A1;3363;Wahrscheinlichkeit: Wieder Arbeit zu finden;Scale;Input;8;Right;F8;F8
W15_Q67A1;3364;Wahrscheinlichkeit: Job zu verlieren;Scale;Input;8;Right;F8;F8
W15_Q68A1;3365;Wahrscheinlichkeit: gewohnte Arbeit wieder aufnehmen;Scale;Input;8;Right;F8;F8
W15_Q69A1;3366;Guter/schlechter Zeitpunkt: Geld sparen;Nominal;Input;8;Right;F29;F29
W15_Q69A2;3367;Guter/schlechter Zeitpunkt: Geld investieren;Nominal;Input;8;Right;F29;F29
W15_Q69A3;3368;Guter/schlechter Zeitpunkt: Liegenschaft erwerben;Nominal;Input;8;Right;F29;F29
W15_Q69A4;3369;Guter/schlechter Zeitpunkt: Geld ausgeben;Nominal;Input;8;Right;F29;F29
W15_Q69A5;3370;Guter/schlechter Zeitpunkt: Kredit aufnehmen;Nominal;Input;8;Right;F29;F29
W15_Q70A1;3371;Haushaltsgegenstaende: Gute Zeit zu kaufen;Nominal;Input;8;Right;F29;F29
W15_Q70A2;3372;Haushaltsgegenstaende: in 3 Monaten;Nominal;Input;8;Right;F29;F29
W15_Q70A3;3373;Haushaltsgegenstaende: in 12 Monaten;Nominal;Input;8;Right;F29;F29
W15_Q71A1;3374;Konsum: Zeitungs- oder Zeitschriftenabonnement;Nominal;Input;8;Right;F29;F29
W15_Q71A2;3375;Konsum: Bekleidung und Schuhe;Nominal;Input;8;Right;F29;F29
W15_Q71A3;3376;Konsum: Heimtextilien, Geschirr und kleinere Haushaltsartikel;Nominal;Input;8;Right;F29;F29
W15_Q71A4;3377;Konsum: Spielwaren, Sportgeraete und Sportausruestung, Buecher;Nominal;Input;8;Right;F29;F29
W15_Q71A5;3378;Konsum: Unterhaltungselektronik;Nominal;Input;8;Right;F29;F29
W15_Q71A6;3379;Konsum: Schmuck und Uhren;Nominal;Input;8;Right;F29;F29
W15_Q71A7;3380;Konsum: Fahrzeuge;Nominal;Input;8;Right;F29;F29
W15_Q71A8;3381;Konsum: Gastronomiedienstleistungen (Restaurant, Café);Nominal;Input;8;Right;F29;F29
W15_Q71A9;3382;Konsum: Dienstleistungen zur Koerperpflege (z.B. Kosmetik, Friseur);Nominal;Input;8;Right;F29;F29
W15_Q72;3383;Urlaubsreise im Sommer: Urlaubsziel;Nominal;Input;8;Right;F40;F40
W15_Q73;3384;Urlaubsreise im Sommer: Wo in Oesterreich?;Nominal;Input;8;Right;F17;F17
W15_Q74;3385;Urlaubsreise im Sommer: Urlaubsart;Nominal;Input;8;Right;F40;F40
W15_Q76A1;3386;Mediennutzung: Kronen Zeitung oder www.krone.at;Nominal;Input;8;Right;F25;F25
W15_Q76A2;3387;Mediennutzung: Der Standard oder derstandard.at;Nominal;Input;8;Right;F25;F25
W15_Q76A3;3388;Mediennutzung: Die Presse oder diepresse.com;Nominal;Input;8;Right;F25;F25
W15_Q76A4;3389;Mediennutzung: Oesterreich oder oe24.at;Nominal;Input;8;Right;F25;F25
W15_Q76A5;3390;Mediennutzung: Kurier oder kurier.at;Nominal;Input;8;Right;F25;F25
W15_Q76A6;3391;Mediennutzung: Salzburger Nachrichten oder salzburg.at;Nominal;Input;8;Right;F25;F25
W15_Q76A7;3392;Mediennutzung: Sonstige oesterreichische Tageszeitungen;Nominal;Input;8;Right;F25;F25
W15_Q76A8;3393;Mediennutzung: orf.at;Nominal;Input;8;Right;F25;F25
W15_Q77A1;3394;Mediennutzung: ORF (Nachrichten);Nominal;Input;8;Right;F25;F25
W15_Q77A2;3395;Mediennutzung: Privatfernsehen (Nachrichten);Nominal;Input;8;Right;F25;F25
W15_Q78A1;3396;Soziale Medien: Facebook;Nominal;Input;8;Right;F25;F25
W15_Q78A2;3397;Soziale Medien: Twitter;Nominal;Input;8;Right;F25;F25
W15_Q78A3;3398;Soziale Medien: Instagram;Nominal;Input;8;Right;F25;F25
W15_Q78A4;3399;Soziale Medien: Youtube;Nominal;Input;8;Right;F25;F25
W15_Q78A5;3400;Soziale Medien: WhatsApp;Nominal;Input;8;Right;F25;F25
W15_Q79A1;3401;Soziale Medien Aktivitaet: Postings zu Corona anderer lesen;Nominal;Input;8;Right;F25;F25
W15_Q79A2;3402;Soziale Medien Aktivitaet: Postings liken, teilen oder retweeten;Nominal;Input;8;Right;F25;F25
W15_Q79A3;3403;Soziale Medien Aktivitaet: selber Postings zu Corona verfassen;Nominal;Input;8;Right;F25;F25
W15_Q80A1;3404;News Avoidance: Im Allgemeinen;Nominal;Input;8;Right;F17;F17
W15_Q80A2;3405;News Avoidance: Corona;Nominal;Input;8;Right;F17;F17
W15_Q81;3406;Soziale Kontakte: Haeufigkeit ausgetauscht/Kontakt gehalten;Nominal;Input;8;Right;F25;F25
W15_Q82A1;3407;Wissen: Corona-Impfung wird von Unternehmen zurueckgehalten;Nominal;Input;8;Right;F40;F40
W15_Q82A2;3408;Wissen: Corona-Impfung wird von der Regierung zurueckgehalten;Nominal;Input;8;Right;F40;F40
W15_Q82A3;3409;Wissen: Corona-Impfung befindet sich in Entwicklung;Nominal;Input;8;Right;F40;F40
W15_Q82A4;3410;Wissen: Coronavirus ist eine Biowaffe;Nominal;Input;8;Right;F40;F40
W15_Q82A5;3411;Wissen: Coronavirus ist eine natuerliche Infektionskrankheit;Nominal;Input;8;Right;F40;F40
