variable,value,Label
W20_Q7A1,0,Nicht genannt
W20_Q7A1,1,Genannt
W20_Q7A2,Variable Label,Personen im Haushalt: Kinder 0-14 Jahre
W20_Q7A2,0,Nicht genannt
W20_Q7A2,1,Genannt
W20_Q7A3,Variable Label,Personen im Haushalt: Kinder aelter 14 Jahre
W20_Q7A3,0,Nicht genannt
W20_Q7A3,1,Genannt
W20_Q7A4,Variable Label,Personen im Haushalt: keine der Genannten
W20_Q7A4,0,Nicht genannt
W20_Q7A4,1,Genannt
W20_Q80,Variable Label,Haushaltsgegenstaende: Gute Zeit zu kaufen
W20_Q80,1,1 = Sehr schlechter Zeitpunkt
W20_Q80,2,2 = Eher schlechter Zeitpunkt
W20_Q80,3,3 = Teils-teils
W20_Q80,4,4 = Eher guter Zeitpunkt
W20_Q80,5,5 = Sehr guter Zeitpunkt
W20_Q80,88,Weiss nicht
W20_Q85,Variable Label,Soziale Kontakte: Haeufigkeit ausgetauscht/Kontakt gehalten
W20_Q85,1,1 = Mehrmals taeglich
W20_Q85,2,2 = Einmal taeglich
W20_Q85,3,3 = Mehrmals in der Woche
W20_Q85,4,4 = Einmal in der Woche
W20_Q85,5,5 = Gar nicht/ nie
W20_Q85,88,Weiss nicht
W20_Q85,99,keine Angabe
W20_Q88A1,Variable Label,Werte: Disziplin und Gehorsam keine wichtigen Tugenden mehr
W20_Q88A1,1,1 = Trifft voll und ganz zu
W20_Q88A1,2,2 = Trifft eher zu
W20_Q88A1,3,3 = Teils-teils
W20_Q88A1,4,4 = Trifft eher nicht zu
W20_Q88A1,5,5 = Trifft gar nicht zu
W20_Q88A1,88,Weiss nicht
W20_Q88A1,99,keine Angabe
W20_Q88A2,Variable Label,Werte: starke Fuehrungspersonen um Sicherheit zu haben
W20_Q88A2,1,1 = Trifft voll und ganz zu
W20_Q88A2,2,2 = Trifft eher zu
W20_Q88A2,3,3 = Teils-teils
W20_Q88A2,4,4 = Trifft eher nicht zu
W20_Q88A2,5,5 = Trifft gar nicht zu
W20_Q88A2,88,Weiss nicht
W20_Q88A2,99,keine Angabe
W20_Q88A3,Variable Label,Werte: hartes Durchgreifen gegen Kriminelle
W20_Q88A3,1,1 = Trifft voll und ganz zu
W20_Q88A3,2,2 = Trifft eher zu
W20_Q88A3,3,3 = Teils-teils
W20_Q88A3,4,4 = Trifft eher nicht zu
W20_Q88A3,5,5 = Trifft gar nicht zu
W20_Q88A3,88,Weiss nicht
W20_Q88A3,99,keine Angabe
W20_Q88A4,Variable Label,Werte: Rechte von Verbrechern schuetzen
W20_Q88A4,1,1 = Trifft voll und ganz zu
W20_Q88A4,2,2 = Trifft eher zu
W20_Q88A4,3,3 = Teils-teils
W20_Q88A4,4,4 = Trifft eher nicht zu
W20_Q88A4,5,5 = Trifft gar nicht zu
W20_Q88A4,88,Weiss nicht
W20_Q88A4,99,keine Angabe
W20_Q88A5,Variable Label,Werte: Defizit an Werten und Traditionen
W20_Q88A5,1,1 = Trifft voll und ganz zu
W20_Q88A5,2,2 = Trifft eher zu
W20_Q88A5,3,3 = Teils-teils
W20_Q88A5,4,4 = Trifft eher nicht zu
W20_Q88A5,5,5 = Trifft gar nicht zu
W20_Q88A5,88,Weiss nicht
W20_Q88A5,99,keine Angabe
W20_Q88A6,Variable Label,Werte: widersetzen von Traditionen wichtig
W20_Q88A6,1,1 = Trifft voll und ganz zu
W20_Q88A6,2,2 = Trifft eher zu
W20_Q88A6,3,3 = Teils-teils
W20_Q88A6,4,4 = Trifft eher nicht zu
W20_Q88A6,5,5 = Trifft gar nicht zu
W20_Q88A6,88,Weiss nicht
W20_Q88A6,99,keine Angabe
W20_Q88A7,Variable Label,Werte: kritisches Hinterfragen von Autoritaetspersonen
W20_Q88A7,1,1 = Trifft voll und ganz zu
W20_Q88A7,2,2 = Trifft eher zu
W20_Q88A7,3,3 = Teils-teils
W20_Q88A7,4,4 = Trifft eher nicht zu
W20_Q88A7,5,5 = Trifft gar nicht zu
W20_Q88A7,88,Weiss nicht
W20_Q88A7,99,keine Angabe
W20_Q98,Variable Label,Wahlabsicht (Sonntagsfrage)
W20_Q98,1,OEVP
W20_Q98,2,SPOE
W20_Q98,3,FPOE
W20_Q98,4,NEOS
W20_Q98,5,Gruene
W20_Q98,6,Team HC Strache - Allianz fuer Oesterreich
W20_Q98,7,anderer Partei
W20_Q98,8,wuerde ungueltig waehlen
W20_Q98,9,wuerde nicht waehlen
W20_Q98,10,waere nicht wahlberechtigt
W20_Q98,88,Weiss nicht
W20_Q98,99,keine Angabe
W20_Q99,Variable Label,Lebenszufriedenheit
W20_Q99,0,0 = aeusserst unzufrieden
W20_Q99,1,1
W20_Q99,2,2
W20_Q99,3,3
W20_Q99,4,4
W20_Q99,5,5
W20_Q99,6,6
W20_Q99,7,7
W20_Q99,8,8
W20_Q99,9,9
W20_Q99,10,10 = aeusserst zufrieden
W20_Q99,88,Weiss nicht
W20_START_DATE,Variable Label,START DATE WAVE 20
W20_WEIGHTD,Variable Label,DEMOGRAPHIC WEIGHT WAVE 20
W20_WEIGHTP,Variable Label,DEMOGRAPHIC + POLITICAL WEIGHT WAVE 20
W21_END_DATE,Variable Label,END DATE WAVE 21
W21_INTDUR,Variable Label,INTERVIEW DURATION WAVE 21
W21_PANELIST,Variable Label,PANELIST WAVE 21
W21_Q10,Variable Label,Wohlfuehlen: Wohnsituation
W21_Q10,0,0 = Fuehle mich vollkommen unwohl
W21_Q10,1,1
W21_Q10,2,2
W21_Q10,3,3
W21_Q10,4,4
W21_Q10,5,5
W21_Q10,6,6
W21_Q10,7,7
W21_Q10,8,8
W21_Q10,9,9
W21_Q10,10,10 = Fuehle mich vollkommen wohl
W21_Q10,88,Weiss nicht
W21_Q10,99,keine Angabe
W21_Q107A1,Variable Label,PTV: OEVP
W21_Q107A1,0,0 = sehr unwahrscheinlich
W21_Q107A1,1,1
W21_Q107A1,2,2
W21_Q107A1,3,3
W21_Q107A1,4,4
W21_Q107A1,5,5
W21_Q107A1,6,6
W21_Q107A1,7,7
W21_Q107A1,8,8
W21_Q107A1,9,9
W21_Q107A1,10,10 = sehr wahr-scheinlich
W21_Q107A1,88,Weiss nicht
W21_Q107A1,99,keine Angabe
W21_Q107A2,Variable Label,PTV: SPOE
W21_Q107A2,0,0 = sehr unwahrscheinlich
W21_Q107A2,1,1
W21_Q107A2,2,2
W21_Q107A2,3,3
W21_Q107A2,4,4
W21_Q107A2,5,5
W21_Q107A2,6,6
W21_Q107A2,7,7
W21_Q107A2,8,8
W21_Q107A2,9,9
W21_Q107A2,10,10 = sehr wahr-scheinlich
W21_Q107A2,88,Weiss nicht
W21_Q107A2,99,keine Angabe
W21_Q107A3,Variable Label,PTV: FPOE
W21_Q107A3,0,0 = sehr unwahrscheinlich
W21_Q107A3,1,1
W21_Q107A3,2,2
W21_Q107A3,3,3
W21_Q107A3,4,4
W21_Q107A3,5,5
W21_Q107A3,6,6
W21_Q107A3,7,7
W21_Q107A3,8,8
W21_Q107A3,9,9
W21_Q107A3,10,10 = sehr wahr-scheinlich
W21_Q107A3,88,Weiss nicht
W21_Q107A3,99,keine Angabe
W21_Q107A4,Variable Label,PTV: Gruene
W21_Q107A4,0,0 = sehr unwahrscheinlich
W21_Q107A4,1,1
W21_Q107A4,2,2
W21_Q107A4,3,3
W21_Q107A4,4,4
W21_Q107A4,5,5
W21_Q107A4,6,6
W21_Q107A4,7,7
W21_Q107A4,8,8
W21_Q107A4,9,9
W21_Q107A4,10,10 = sehr wahr-scheinlich
W21_Q107A4,88,Weiss nicht
W21_Q107A4,99,keine Angabe
W21_Q107A5,Variable Label,PTV: NEOS
W21_Q107A5,0,0 = sehr unwahrscheinlich
W21_Q107A5,1,1
W21_Q107A5,2,2
W21_Q107A5,3,3
W21_Q107A5,4,4
W21_Q107A5,5,5
W21_Q107A5,6,6
W21_Q107A5,7,7
W21_Q107A5,8,8
W21_Q107A5,9,9
W21_Q107A5,10,10 = sehr wahr-scheinlich
W21_Q107A5,88,Weiss nicht
W21_Q107A5,99,keine Angabe
W21_Q107A6,Variable Label,PTV: Team HC Strache (DAOE)
W21_Q107A6,0,0 = sehr unwahrscheinlich
W21_Q107A6,1,1
W21_Q107A6,2,2
W21_Q107A6,3,3
W21_Q107A6,4,4
W21_Q107A6,5,5
W21_Q107A6,6,6
W21_Q107A6,7,7
W21_Q107A6,8,8
W21_Q107A6,9,9
W21_Q107A6,10,10 = sehr wahr-scheinlich
W21_Q107A6,88,Weiss nicht
W21_Q107A6,99,keine Angabe
W21_Q108,Variable Label,Wahlabsicht (Sonntagsfrage)
W21_Q108,1,OEVP
W21_Q108,2,SPOE
W21_Q108,3,FPOE
W21_Q108,4,NEOS
W21_Q108,5,Gruene
W21_Q108,6,Team HC Strache - Allianz fuer Oesterreich
W21_Q108,7,anderer Partei
W21_Q108,8,wuerde ungueltig waehlen
W21_Q108,9,wuerde nicht waehlen
W21_Q108,10,waere nicht wahlberechtigt
W21_Q108,88,Weiss nicht
W21_Q108,99,keine Angabe
W21_Q109,Variable Label,Lebenszufriedenheit
W21_Q109,0,0 = aeusserst unzufrieden
W21_Q109,1,1
W21_Q109,2,2
W21_Q109,3,3
W21_Q109,4,4
W21_Q109,5,5
W21_Q109,6,6
W21_Q109,7,7
W21_Q109,8,8
W21_Q109,9,9
W21_Q109,10,10 = aeusserst zufrieden
W21_Q109,88,Weiss nicht
W21_Q12,Variable Label,Erwerbstaetigkeit aktuell
W21_Q12,1,"Unselbststaendig erwerbstaetig (auch Lehrling), Privatwirtschaft"
W21_Q12,2,"Unselbststaendig erwerbstaetig (auch Lehrling), Oeffentlicher Dienst"
W21_Q12,3,Selbststaendig erwerbstaetig
W21_Q12,4,Arbeitslos
W21_Q12,5,Pensionist*in
W21_Q12,6,Ausschliesslich haushaltsfuehrend
W21_Q12,7,"Schueler/in, Student/in, Bildungskarenz"
W21_Q12,8,Sonstiges (Dauerhaft arbeitsunfaehig oder Praesenz-/Zivildiener)
W21_Q12,10,In Elternkarenz
W21_Q12,99,Keine Angabe
W21_Q13,Variable Label,Beruf (OEISCO-08: Level 1)
W21_Q13,1,Angehoerige der regulaeren Streitkraefte
W21_Q13,2,Fuehrungskraefte
W21_Q13,3,Akademische Berufe
W21_Q13,4,Technikerinnen und Techniker und gleichrangige nichttechnische Berufe
W21_Q13,5,Buerokraefte und verwandte Berufe
W21_Q13,6,Dienstleistungsberufe und Verkaeuferinnen und Verkaeufer
W21_Q13,7,Fachkraefte in Land- und Forstwirtschaft und Fischerei
W21_Q13,8,Handwerks- und verwandte Berufe
W21_Q13,9,Bedienerinnen und Bediener von Anlagen und Maschinen und Montageberufe
W21_Q13,10,Hilfsarbeitskraefte
W21_Q13,11,Ich war noch nie berufstaetig
W21_Q13,14,Sonstiges und zwar ...
W21_Q13,88,Weiss nicht
W21_Q13,99,keine Angabe
W21_Q26A1,Variable Label,Gesundheitliche Gefahr: Fuer mich persoenlich
W21_Q26A1,1,1 = sehr gross
W21_Q26A1,2,2 = gross
W21_Q26A1,3,3 = mittelmaessig
W21_Q26A1,4,4 = klein
W21_Q26A1,5,5 = sehr klein
W21_Q26A1,99,keine Angabe
W21_Q26A2,Variable Label,Gesundheitliche Gefahr: Fuer die oesterreichische Bevoelkerung
W21_Q26A2,1,1 = sehr gross
W21_Q26A2,2,2 = gross
W21_Q26A2,3,3 = mittelmaessig
W21_Q26A2,4,4 = klein
W21_Q26A2,5,5 = sehr klein
W21_Q26A2,99,keine Angabe
W21_Q27A1,Variable Label,Wirtschaftliche Gefahr: Fuer mich persoenlich
W21_Q27A1,1,1 = sehr gross
W21_Q27A1,2,2 = gross
W21_Q27A1,3,3 = mittelmaessig
W21_Q27A1,4,4 = klein
W21_Q27A1,5,5 = sehr klein
W21_Q27A1,99,keine Angabe
W21_Q27A2,Variable Label,Wirtschaftliche Gefahr: Fuer die oesterreichische Bevoelkerung
W21_Q27A2,1,1 = sehr gross
W21_Q27A2,2,2 = gross
W21_Q27A2,3,3 = mittelmaessig
W21_Q27A2,4,4 = klein
W21_Q27A2,5,5 = sehr klein
W21_Q27A2,99,keine Angabe
W21_Q28A1,Variable Label,Anzahl der Infizierten (amtlich)
W21_Q28A2,Variable Label,Anzahl der Infizierten (eigene Einschaetzung)
W21_Q29,Variable Label,Massnahmen der Regierung: Angemessenheit
W21_Q29,1,1 = ueberhaupt nicht ausreichend
W21_Q29,2,2 = eher nicht ausreichend
W21_Q29,3,3 = angemessen
W21_Q29,4,4 = eher zu stark
W21_Q29,5,5 = zu extrem
W21_Q29,88,Weiss nicht
W21_Q29,99,keine Angabe
W21_Q30,Variable Label,Massnahmen der Regierung: Effektivitaet
W21_Q30,1,1 = ueberhaupt nicht effektiv
W21_Q30,2,2 = eher nicht effektiv
W21_Q30,3,3 = teils effektiv
W21_Q30,4,4 = eher effektiv
W21_Q30,5,5 = sehr effektiv
W21_Q30,88,Weiss nicht
W21_Q30,99,keine Angabe
W21_Q31,Variable Label,Geschaetzte Dauer der Krise
W21_Q31,1,Weniger als 1 Monat
W21_Q31,2,1-2 Monate
W21_Q31,3,3-4 Monate
W21_Q31,4,5-6 Monate
W21_Q31,5,Mehr als 6 Monate
W21_Q31,88,Weiss nicht
W21_Q31,99,keine Angabe
W21_Q32,Variable Label,Geschaetzte Dauer der Krise: Mehr als 6 Monate
W21_Q32,1,6 Monate bis 1 Jahr
W21_Q32,2,1 bis 1.5 Jahre
W21_Q32,3,1.5 bis 2 Jahre
W21_Q32,4,2 bis 3 Jahre
W21_Q32,5,3 bis 5 Jahre
W21_Q32,6,Mehr als 5 Jahre
W21_Q32,88,Weiss nicht
W21_Q32,99,keine Angabe
W21_Q33A1,Variable Label,Massnahme: Einschraenkung von Kontakten ausserhalb des Haushalts
W21_Q33A1,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W21_Q33A1,2,2 = Massnahme sollte derzeit eher gelten
W21_Q33A1,3,3 = Massnahme sollte derzeit eher nicht gelten
W21_Q33A1,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W21_Q33A1,88,Weiss nicht
W21_Q33A1,99,keine Angabe
W21_Q33A10,Variable Label,Massnahme: Maskenpflicht in Geschaeften und oeffentlichen Verkehrsmitteln
W21_Q33A10,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W21_Q33A10,2,2 = Massnahme sollte derzeit eher gelten
W21_Q33A10,3,3 = Massnahme sollte derzeit eher nicht gelten
W21_Q33A10,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W21_Q33A10,88,Weiss nicht
W21_Q33A10,99,keine Angabe
W21_Q33A11,Variable Label,Massnahmen: Naechtliche Aussgangsbeschraenkungen
W21_Q33A11,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W21_Q33A11,2,2 = Massnahme sollte derzeit eher gelten
W21_Q33A11,3,3 = Massnahme sollte derzeit eher nicht gelten
W21_Q33A11,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W21_Q33A11,88,Weiss nicht
W21_Q33A11,99,keine Angabe
W21_Q33A12,Variable Label,Massnahmen: Verpflichtende Zutrittstest fuer koerpernahe Dienstleistungen
W21_Q33A12,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W21_Q33A12,2,2 = Massnahme sollte derzeit eher gelten
W21_Q33A12,3,3 = Massnahme sollte derzeit eher nicht gelten
W21_Q33A12,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W21_Q33A12,88,Weiss nicht
W21_Q33A12,99,keine Angabe
W21_Q33A2,Variable Label,"Massnahme: Schliessung von Gaststaetten, Cafés, Bars und Restaurants"
W21_Q33A2,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W21_Q33A2,2,2 = Massnahme sollte derzeit eher gelten
W21_Q33A2,3,3 = Massnahme sollte derzeit eher nicht gelten
W21_Q33A2,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W21_Q33A2,88,Weiss nicht
W21_Q33A2,99,keine Angabe
W21_Q33A3,Variable Label,Massnahme: Verbot von Veranstaltungen mit vielen Teilnehmer*innen
W21_Q33A3,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W21_Q33A3,2,2 = Massnahme sollte derzeit eher gelten
W21_Q33A3,3,3 = Massnahme sollte derzeit eher nicht gelten
W21_Q33A3,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W21_Q33A3,88,Weiss nicht
W21_Q33A3,99,keine Angabe
W21_Q33A4,Variable Label,Massnahme: Schliessung von Volks- und hoeheren Schulen
W21_Q33A4,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W21_Q33A4,2,2 = Massnahme sollte derzeit eher gelten
W21_Q33A4,3,3 = Massnahme sollte derzeit eher nicht gelten
W21_Q33A4,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W21_Q33A4,88,Weiss nicht
W21_Q33A4,99,keine Angabe
W21_Q33A5,Variable Label,Massnahme: Schliessung von Kindergaerten und Kindertagesstaetten
W21_Q33A5,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W21_Q33A5,2,2 = Massnahme sollte derzeit eher gelten
W21_Q33A5,3,3 = Massnahme sollte derzeit eher nicht gelten
W21_Q33A5,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W21_Q33A5,88,Weiss nicht
W21_Q33A5,99,keine Angabe
W21_Q33A6,Variable Label,Massnahme: Besuchsverbot in Pflege- und Seniorenwohnheimen
W21_Q33A6,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W21_Q33A6,2,2 = Massnahme sollte derzeit eher gelten
W21_Q33A6,3,3 = Massnahme sollte derzeit eher nicht gelten
W21_Q33A6,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W21_Q33A6,88,Weiss nicht
W21_Q33A6,99,keine Angabe
W21_Q33A7,Variable Label,Massnahme: Schliessung aller Geschaefte abseits der Grundversorgung
W21_Q33A7,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W21_Q33A7,2,2 = Massnahme sollte derzeit eher gelten
W21_Q33A7,3,3 = Massnahme sollte derzeit eher nicht gelten
W21_Q33A7,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W21_Q33A7,88,Weiss nicht
W21_Q33A7,99,keine Angabe
W21_Q33A8,Variable Label,Massnahme: Einschraenkung der Reisefreiheit
W21_Q33A8,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W21_Q33A8,2,2 = Massnahme sollte derzeit eher gelten
W21_Q33A8,3,3 = Massnahme sollte derzeit eher nicht gelten
W21_Q33A8,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W21_Q33A8,88,Weiss nicht
W21_Q33A8,99,keine Angabe
W21_Q33A9,Variable Label,Massnahme: Weitgehendes Betretungsverbot des oeffentlichen Raums
W21_Q33A9,1,1 = Massnahme sollte derzeit auf jeden Fall gelten
W21_Q33A9,2,2 = Massnahme sollte derzeit eher gelten
W21_Q33A9,3,3 = Massnahme sollte derzeit eher nicht gelten
W21_Q33A9,4,4 = Massnahme sollte derzeit auf keinen Fall gelten
W21_Q33A9,88,Weiss nicht
W21_Q33A9,99,keine Angabe
W21_Q34,Variable Label,Corona-Test: Haeufigkeit in den letzten vier Wochen
W21_Q34,1,Ich habe mich nicht testen lassen.
W21_Q34,2,1 Mal
W21_Q34,3,2 Mal
W21_Q34,4,3 Mal
W21_Q34,5,4 Mal
W21_Q34,6,Mehr als 4 Mal
W21_Q34,88,Weiss nicht
W21_Q34,99,keine Angabe
W21_Q35A1,Variable Label,Corona-Tests: Effektive Massnahme gegen Corona
W21_Q35A1,1,1 = Trifft voll und ganz zu
W21_Q35A1,2,2 = Trifft eher zu
W21_Q35A1,3,3 = Teils-teils
W21_Q35A1,4,4 = Trifft eher nicht zu
W21_Q35A1,5,5 = Trifft gar nicht zu
W21_Q35A1,88,Weiss nicht
W21_Q35A1,99,keine Angabe
W21_Q35A2,Variable Label,Corona-Tests: Ergebnis ist zuverlaessig
W21_Q35A2,1,1 = Trifft voll und ganz zu
W21_Q35A2,2,2 = Trifft eher zu
W21_Q35A2,3,3 = Teils-teils
W21_Q35A2,4,4 = Trifft eher nicht zu
W21_Q35A2,5,5 = Trifft gar nicht zu
W21_Q35A2,88,Weiss nicht
W21_Q35A2,99,keine Angabe
W21_Q35A3,Variable Label,"Corona-Tests: Negativer Test bedeutet, dass ich mehr Personen treffen kann"
W21_Q35A3,1,1 = Trifft voll und ganz zu
W21_Q35A3,2,2 = Trifft eher zu
W21_Q35A3,3,3 = Teils-teils
W21_Q35A3,4,4 = Trifft eher nicht zu
W21_Q35A3,5,5 = Trifft gar nicht zu
W21_Q35A3,88,Weiss nicht
W21_Q35A3,99,keine Angabe
W21_Q35A4,Variable Label,Corona-Tests: Strengere Massnahmen fuer Personen ohne Test
W21_Q35A4,1,1 = Trifft voll und ganz zu
W21_Q35A4,2,2 = Trifft eher zu
W21_Q35A4,3,3 = Teils-teils
W21_Q35A4,4,4 = Trifft eher nicht zu
W21_Q35A4,5,5 = Trifft gar nicht zu
W21_Q35A4,88,Weiss nicht
W21_Q35A4,99,keine Angabe
W21_Q35A5,Variable Label,Corona-Test: Moeglich sich schnell testen zu lassen
W21_Q35A5,1,1 = Trifft voll und ganz zu
W21_Q35A5,2,2 = Trifft eher zu
W21_Q35A5,3,3 = Teils-teils
W21_Q35A5,4,4 = Trifft eher nicht zu
W21_Q35A5,5,5 = Trifft gar nicht zu
W21_Q35A5,88,Weiss nicht
W21_Q35A5,99,keine Angabe
W21_Q36A1,Variable Label,"Ansteckungsgefahr: Restaurants, Cafés und Bars"
W21_Q36A1,1,1 = sehr gross
W21_Q36A1,2,2 = gross
W21_Q36A1,3,3 = mittelmaessig
W21_Q36A1,4,4 = klein
W21_Q36A1,5,5 = sehr klein
W21_Q36A1,99,keine Angabe
W21_Q36A2,Variable Label,Ansteckungsgefahr: Oeffentliche Verkehrsmittel
W21_Q36A2,1,1 = sehr gross
W21_Q36A2,2,2 = gross
W21_Q36A2,3,3 = mittelmaessig
W21_Q36A2,4,4 = klein
W21_Q36A2,5,5 = sehr klein
W21_Q36A2,99,keine Angabe
W21_Q36A3,Variable Label,Ansteckungsgefahr: Ihrer Arbeitsstaette [wenn: erwerbstaetig]
W21_Q36A3,1,1 = sehr gross
W21_Q36A3,2,2 = gross
W21_Q36A3,3,3 = mittelmaessig
W21_Q36A3,4,4 = klein
W21_Q36A3,5,5 = sehr klein
W21_Q36A3,99,keine Angabe
W21_Q36A4,Variable Label,Ansteckungsgefahr: Schulen und Kindergaerten
W21_Q36A4,1,1 = sehr gross
W21_Q36A4,2,2 = gross
W21_Q36A4,3,3 = mittelmaessig
W21_Q36A4,4,4 = klein
W21_Q36A4,5,5 = sehr klein
W21_Q36A4,99,keine Angabe
W21_Q36A5,Variable Label,Ansteckungsgefahr: Oeffentliche Parks und Spielplaetze
W21_Q36A5,1,1 = sehr gross
W21_Q36A5,2,2 = gross
W21_Q36A5,3,3 = mittelmaessig
W21_Q36A5,4,4 = klein
W21_Q36A5,5,5 = sehr klein
W21_Q36A5,99,keine Angabe
W21_Q36A6,Variable Label,Ansteckungsgefahr: Arzt
W21_Q36A6,1,1 = sehr gross
W21_Q36A6,2,2 = gross
W21_Q36A6,3,3 = mittelmaessig
W21_Q36A6,4,4 = klein
W21_Q36A6,5,5 = sehr klein
W21_Q36A6,99,keine Angabe
W21_Q36A7,Variable Label,Ansteckungsgefahr: Familienfeier
W21_Q36A7,1,1 = sehr gross
W21_Q36A7,2,2 = gross
W21_Q36A7,3,3 = mittelmaessig
W21_Q36A7,4,4 = klein
W21_Q36A7,5,5 = sehr klein
W21_Q36A7,99,keine Angabe
W21_Q36A8,Variable Label,Ansteckungsgefahr: Treffen von Freunden Zuhause
W21_Q36A8,1,1 = sehr gross
W21_Q36A8,2,2 = gross
W21_Q36A8,3,3 = mittelmaessig
W21_Q36A8,4,4 = klein
W21_Q36A8,5,5 = sehr klein
W21_Q36A8,99,keine Angabe
W21_Q37,Variable Label,Anzahl Kontakpersonen: Letzte Woche
W21_Q37,1,Kein Kontakt mit Personen ausserhalb meines Haushalts.
W21_Q37,2,1 Person
W21_Q37,3,2-3 Personen
W21_Q37,4,4-6 Personen
W21_Q37,5,7-10 Personen
W21_Q37,6,11-15 Personen
W21_Q37,7,Mehr als 15 Personen
W21_Q37,88,Weiss nicht
W21_Q37,99,keine Angabe
W21_Q42A1,Variable Label,Corona bisher nicht positiv: Wahrscheinlichkeit an Corona zu erkranken
W21_Q43,Variable Label,Corona-Diagnose: Direkter persoenlicher Kontakt
W21_Q43,1,Ja
W21_Q43,2,"Nein, aber eine Person, mit der ich Kontakt hatte, vermutet eine Infektion"
W21_Q43,3,Nein
W21_Q43,99,keine Angabe
W21_Q44A1,Variable Label,Familie und Freunde: Wahrscheinlichkeit an Corona zu erkranken
W21_Q45A1,Variable Label,Familie und Freunde: Wahrscheinlichkeit an Corona zu erkranken (weitere Person)
W21_Q46,Variable Label,Bereits gegen Corona geimpft
W21_Q46,1,Ja (mindestens eine Dosis erhalten)
W21_Q46,2,Nein
W21_Q46,99,keine Angabe
W21_Q47A1,Variable Label,Impfen: ehestmoeglich
W21_Q47A1,1,1 = Trifft voll und ganz zu
W21_Q47A1,2,2 = Trifft eher zu
W21_Q47A1,3,3 = Teils-teils
W21_Q47A1,4,4 = Trifft eher nicht zu
W21_Q47A1,5,5 = Trifft gar nicht zu
W21_Q47A1,88,Weiss nicht
W21_Q47A1,99,keine Angabe
W21_Q47A2,Variable Label,Impfen: Impfpflicht fuer alle
W21_Q47A2,1,1 = Trifft voll und ganz zu
W21_Q47A2,2,2 = Trifft eher zu
W21_Q47A2,3,3 = Teils-teils
W21_Q47A2,4,4 = Trifft eher nicht zu
W21_Q47A2,5,5 = Trifft gar nicht zu
W21_Q47A2,88,Weiss nicht
W21_Q47A2,99,keine Angabe
W21_Q47A3,Variable Label,Impfen: gratis Impfstoff
W21_Q47A3,1,1 = Trifft voll und ganz zu
W21_Q47A3,2,2 = Trifft eher zu
W21_Q47A3,3,3 = Teils-teils
W21_Q47A3,4,4 = Trifft eher nicht zu
W21_Q47A3,5,5 = Trifft gar nicht zu
W21_Q47A3,88,Weiss nicht
W21_Q47A3,99,keine Angabe
W21_Q47A4,Variable Label,Impfen: Impfpflicht fuer Berufsgruppen mit hohem Risiko
W21_Q47A4,1,1 = Trifft voll und ganz zu
W21_Q47A4,2,2 = Trifft eher zu
W21_Q47A4,3,3 = Teils-teils
W21_Q47A4,4,4 = Trifft eher nicht zu
W21_Q47A4,5,5 = Trifft gar nicht zu
W21_Q47A4,88,Weiss nicht
W21_Q47A4,99,keine Angabe
W21_Q47A5,Variable Label,"Impfen: Sollte Moeglichkeit haben, mich sofort impfen zu lassen"
W21_Q47A5,1,1 = Trifft voll und ganz zu
W21_Q47A5,2,2 = Trifft eher zu
W21_Q47A5,3,3 = Teils-teils
W21_Q47A5,4,4 = Trifft eher nicht zu
W21_Q47A5,5,5 = Trifft gar nicht zu
W21_Q47A5,88,Weiss nicht
W21_Q47A5,99,keine Angabe
W21_Q47A6,Variable Label,"Impfen: Es ist unfair, dass bestimmte Gruppen die Impfung frueher erhalten"
W21_Q47A6,1,1 = Trifft voll und ganz zu
W21_Q47A6,2,2 = Trifft eher zu
W21_Q47A6,3,3 = Teils-teils
W21_Q47A6,4,4 = Trifft eher nicht zu
W21_Q47A6,5,5 = Trifft gar nicht zu
W21_Q47A6,88,Weiss nicht
W21_Q47A6,99,keine Angabe
W21_Q47A7,Variable Label,Impfen: Meisten Personen in meinem Umfeld sind bereit sich impfen zu lassen
W21_Q47A7,1,1 = Trifft voll und ganz zu
W21_Q47A7,2,2 = Trifft eher zu
W21_Q47A7,3,3 = Teils-teils
W21_Q47A7,4,4 = Trifft eher nicht zu
